"","ID","User","Date","Likes","RTs","Ashley.Johnson","Brian.W..Foster","Critical.Role","Laura.Bailey","Liam.O.Brien","Marisha.Ray","Matthew.Mercer","Sam.Riegel","Talisen.Jaffe","Talks.Machina","Travis.Willingham","FAotW"
"92","1056719610706305029","scribblingbird",2018-10-29,9,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"93","1056711032318513152","Oakyboo",2018-10-29,18,5,0,0,0,0,0,0,0,0,0,0,0,FALSE
"94","1056694385209942017","VencelKang",2018-10-29,3,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"95","1056691614104674304","rachebones",2018-10-29,13,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"96","1056690815500779520","Puckboum_pro",2018-10-29,30,9,0,0,0,0,0,0,0,0,0,0,0,FALSE
"97","1056689431095242752","afterwits",2018-10-29,61,13,0,0,0,0,0,0,0,0,0,0,0,FALSE
"98","1056685894177034240","feywildfolio",2018-10-29,15,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"99","1056664431969648640","AvivOr",2018-10-29,421,33,0,0,0,0,0,0,0,0,0,0,0,FALSE
"100","1056663295757828097","BlackSalander",2018-10-29,76,8,0,0,0,0,0,0,0,0,0,0,0,FALSE
"101","1056657317935112197","alibeekai",2018-10-29,5,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"102","1056653816962125826","MateuszWilma",2018-10-29,14,4,0,0,0,0,0,0,0,0,0,0,0,FALSE
"103","1056652598361686019","HamsterCleric",2018-10-29,11,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"104","1056646717427408897","SonOfJoxer",2018-10-29,23,4,0,0,0,0,0,0,0,0,0,0,0,FALSE
"105","1056631366203441152","melba_dnu",2018-10-29,8,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"106","1056621345189097473","pixel_magpie",2018-10-29,103,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
"107","1056617731158507520","raindapple",2018-10-29,14,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"108","1056613939126034432","ArtByStarvin",2018-10-29,24,8,0,0,0,0,0,0,0,0,0,0,0,FALSE
"109","1056613525659897857","EviEnchantress",2018-10-29,15,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"110","1056598028558057472","opheliona",2018-10-29,30,8,0,0,0,0,0,0,0,0,0,0,0,FALSE
"111","1056596130274926592","TaliaMirai",2018-10-29,120,33,0,0,0,0,0,0,0,0,0,0,0,FALSE
"112","1056584232372445184","crowwithabrush",2018-10-29,6,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"113","1056529259987001345","anthea_wright",2018-10-29,29,5,0,0,0,0,0,0,0,0,0,0,0,FALSE
"114","1056501608752824321","AvivOr",2018-10-29,211,22,0,0,0,0,0,0,0,0,0,0,0,FALSE
"115","1056407104251027456","macabremoth",2018-10-29,8,4,0,0,0,0,0,0,0,0,0,0,0,FALSE
"116","1056398577151422464","Runesael",2018-10-29,198,46,0,0,0,0,0,0,0,0,0,0,0,FALSE
"117","1056379141442818048","anthea_wright",2018-10-29,78,9,0,0,0,0,0,0,0,0,0,0,0,FALSE
"118","1056371407574188032","DecadeSparrow",2018-10-29,20,4,0,0,0,0,0,0,0,0,0,0,0,FALSE
"119","1056365614166630400","drawsshits",2018-10-29,461,94,0,0,0,0,0,0,0,0,0,0,0,FALSE
"120","1056346953032912897","pharaohkieru",2018-10-29,5,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"121","1057103734956847107","KorFalk",2018-11-01,20,5,0,0,0,0,0,0,0,0,0,0,0,FALSE
"122","1057096577733484544","thealeksdemon",2018-11-01,2,428,0,0,0,0,0,0,0,0,0,0,0,FALSE
"123","1057083982247088133","LeighGarbageCan",2018-11-01,7,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"124","1057061237434056705","IoanaMuresanArt",2018-11-01,454,67,0,0,0,0,0,0,0,0,0,0,0,FALSE
"125","1057057059064213508","Jess_Bookish",2018-11-01,11,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"126","1057036961876242434","resist_and_bite",2018-11-01,13,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"127","1057027413379436544","evryn_arden",2018-11-01,24,8,0,0,0,0,0,0,0,0,0,0,0,FALSE
"128","1057025677961109507","ellis_ogilvie",2018-11-01,45,6,0,0,0,0,0,0,0,0,0,0,0,FALSE
"129","1057022114136391681","TheShushDragon",2018-11-01,163,16,0,0,0,0,0,0,0,0,0,0,0,FALSE
"130","1057010931732041728","IamFaramon",2018-11-01,149,26,0,0,0,0,0,0,0,0,0,0,0,FALSE
"131","1057006558603829249","JasamieMBLAQ",2018-11-01,10,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"132","1057004067820572679","DanEmals",2018-11-01,8,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"133","1056972353069039616","AlexielApril",2018-11-01,1,161,0,0,0,0,0,0,0,0,0,0,0,FALSE
"134","1056945211597901825","alphabetray",2018-11-01,2,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"135","1056939859812761600","irishhalfling",2018-11-01,696,146,0,0,0,0,0,0,0,0,0,0,0,FALSE
"136","1056918671975727105","cyborg_creates",2018-11-01,21,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"137","1056902947701952512","DeMarcoDraws",2018-11-01,30,5,0,0,0,0,0,0,0,0,0,0,0,FALSE
"138","1056882910257659907","SisiCloe",2018-11-01,16,6,0,0,0,0,0,0,0,0,0,0,0,FALSE
"139","1056795889325371392","jermsdraws",2018-11-01,544,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
"140","1056777621021908992","TheAnimeDreamer",2018-11-01,30,4,0,0,0,0,0,0,0,0,0,0,0,FALSE
"141","1056758962165551104","Peto23Rock",2018-11-01,26,7,0,0,0,0,0,0,0,0,0,0,0,FALSE
"142","1056738474336735232","FidgeMimic",2018-11-01,11,4,0,0,0,0,0,0,0,0,0,0,0,FALSE
"143","1056735481843646465","DaleBeerling",2018-11-01,245,26,0,0,0,0,0,0,0,0,0,0,0,FALSE
"144","1056726111999221761","KentuckyTheFry",2018-11-01,17,6,0,0,0,0,0,0,0,0,0,0,0,FALSE
"145","1056713394785529867","resist_and_bite",2018-11-01,12,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"146","1056704520988880896","kairelite",2018-11-01,21,5,0,0,0,0,0,0,0,0,0,0,0,FALSE
"147","1056703513001025536","diamancris",2018-11-01,56,17,0,0,0,0,0,0,0,0,0,0,0,FALSE
"148","1056686958938853381","Jess_Bookish",2018-11-01,23,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"149","1056686004793495552","NikkkayKing",2018-11-01,16,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"150","1056664860942127107","Jess_Bookish",2018-11-01,23,9,0,0,0,0,0,0,0,0,0,0,0,FALSE
"151","1056662250403053568","SHippleheuser",2018-11-01,120,17,0,0,0,0,0,0,0,0,0,0,0,FALSE
"152","1056659183976804352","Jess_Bookish",2018-11-01,14,5,0,0,0,0,0,0,0,0,0,0,0,FALSE
"153","1056648023772667904","tatraas",2018-11-01,40,4,0,0,0,0,0,0,0,0,0,0,0,FALSE
"154","1056647118255845376","diamancris",2018-11-01,41,20,0,0,0,0,0,0,0,0,0,0,0,FALSE
"155","1056643201744977921","JasamieMBLAQ",2018-11-01,5,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"156","1056612324956610560","angmarim",2018-11-01,22,6,0,0,0,0,0,0,0,0,0,0,0,FALSE
"157","1056600516346740736","midnigtchan",2018-11-01,1,221,0,0,0,0,0,0,0,0,0,0,0,FALSE
"158","1056591133197979654","elluzant",2018-11-01,502,68,0,0,0,0,0,0,0,0,0,0,0,FALSE
"159","1056586818118918144","MephiIes",2018-11-01,6,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"160","1056585319888404481","JasamieMBLAQ",2018-11-01,4,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"161","1056540994747990017","abbieh_art",2018-11-01,21,6,0,0,0,0,0,0,0,0,0,0,0,FALSE
"162","1056540674906980353","weylanduutani",2018-11-01,12,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"163","1056531973974437888","AmyLaneDraws",2018-11-01,25,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"164","1056530125473353728","DeMarcoDraws",2018-11-01,110,17,0,0,0,0,0,0,0,0,0,0,0,FALSE
"165","1056529692008833025","Juzaan_",2018-11-01,22,4,0,0,0,0,0,0,0,0,0,0,0,FALSE
"166","1056489916228616193","feywildfolio",2018-11-01,15,4,0,0,0,0,0,0,0,0,0,0,0,FALSE
"167","1056420416527298562","jermsdraws",2018-11-01,1,127,0,0,0,0,0,0,0,0,0,0,0,FALSE
"168","1056411589300158466","mollygob",2018-11-01,16,6,0,0,0,0,0,0,0,0,0,0,0,FALSE
"169","1056401420805701632","prettybent",2018-11-01,46,11,0,0,0,0,0,0,0,0,0,0,0,FALSE
"170","1056361707155701760","EliteOne60",2018-11-01,9,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"171","1057125255867596800","CarolJoyBAM",2018-11-01,3,326,0,0,0,0,0,0,0,0,0,0,0,FALSE
"172","1057123370087649280","thesweetlamb",2018-11-01,6,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"173","1057121375176060928","croviidae",2018-11-01,23,7,0,0,0,0,0,0,0,0,0,0,0,FALSE
"174","1057095836126101504","pawthorn",2018-11-01,11,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"175","1057093871694417920","christinalynee",2018-11-01,18,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"176","1057074972370198528","lysswhit",2018-11-01,15,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"177","1057074532522082304","VencelKang",2018-11-01,7,6,0,0,0,0,0,0,0,0,0,0,0,FALSE
"178","1057067669663506432","duskingcos",2018-11-01,199,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
"179","1057066038616121344","shiningbindx",2018-11-01,10,5,0,0,0,0,0,0,0,0,0,0,0,FALSE
"180","1057062780166176768","2impostors",2018-11-01,1,223,0,0,0,0,0,0,0,0,0,0,0,FALSE
"181","1057062435809423360","frecklemcmurray",2018-11-01,114,18,0,0,0,0,0,0,0,0,0,0,0,FALSE
"182","1057033117536477184","EviEnchantress",2018-11-01,62,6,0,0,0,0,0,0,0,0,0,0,0,FALSE
"183","1057030261991526400","AvivOr",2018-11-01,304,60,0,0,0,0,0,0,0,0,0,0,0,FALSE
"184","1057029706531459072","eldritchsmite1",2018-11-01,43,13,0,0,0,0,0,0,0,0,0,0,0,FALSE
"185","1057023329792675842","theghostfire",2018-11-01,254,36,0,0,0,0,0,0,0,0,0,0,0,FALSE
"186","1057020165483831297","eisschirmchen",2018-11-01,126,17,0,0,0,0,0,0,0,0,0,0,0,FALSE
"187","1057014756572188672","deerlordhunter",2018-11-01,3,932,0,0,0,0,0,0,0,0,0,0,0,FALSE
"188","1057014688834174976","MonicaM_art",2018-11-01,42,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"189","1057008024508755968","Zoro4Me3",2018-11-01,16,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"190","1057004773050851334","penchan_cosplay",2018-11-01,5,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"191","1056986056141271040","Asamethistaken",2018-11-01,175,39,0,0,0,0,0,0,0,0,0,0,0,FALSE
"192","1056972220738822144","klaineka",2018-11-01,52,9,0,0,0,0,0,0,0,0,0,0,0,FALSE
"193","1056964023697203200","estevao_pb",2018-11-01,542,83,0,0,0,0,0,0,0,0,0,0,0,FALSE
